1	6	3.6719654965051447
1	10	4.017596187651169
1	12	4.133811397405478
1	14	4.22519435059955
1	17	3.201912522889017
1	20	3.771065797373054
1	23	4.348434529764922
1	24	3.7380773009888792
1	27	3.0940261622236274
1	31	3.741477661440789
1	33	3.865391879428206
1	36	2.902283587656078
1	39	3.428867641139342
1	44	3.3058997572401476
1	47	3.8306887331598527
1	49	3.540711618890851
1	51	3.263418888908038
1	53	3.335520206889524
1	54	3.1692734468543526
1	56	4.6262188713758405
1	60	4.552984674420871
1	61	4.1590383864597475
1	62	3.059343915890128
1	64	4.2773590634023835
1	65	3.6275873633799494
1	67	2.9903165967259264
1	69	3.6540061853817645
1	70	3.8270821364918537
1	72	3.037098458196473
1	73	3.5388240525648045
1	74	3.555625879562068
1	76	3.517585242762085
1	78	2.7007859496829183
1	80	2.5729441378280296
1	81	4.128453838437385
1	82	3.541806547949475
1	84	3.1366137080050005
1	85	3.1158044475770104
1	86	3.8131800928981616
1	90	3.048193168593594
1	91	3.8423712291297787
1	92	3.6556136580575256
1	96	4.257898725812937
1	97	3.7682326801641093
1	98	4.687448840742427
1	100	4.047284368421401
1	102	3.2337504299583264
1	103	2.9526271286847448
1	104	3.1449097040406992
1	107	3.846848672565269
1	108	3.190213433059526
1	112	2.6535116571922046
1	113	3.7876685047794876
1	114	4.160511218697221
1	117	3.6918852906017263
1	118	2.60631993904576
1	120	2.658126371979274
1	121	3.2408619534758936
1	125	3.232452148933422
1	128	3.680766924836292
1	129	3.793363456082939
1	130	2.6776231689051655
1	132	4.006759579834206
1	134	4.471971182737959
1	140	3.4449964371265205
1	143	3.8090338181257524
1	145	2.7397018511113376
1	148	3.115506269930331
1	150	3.8859350400551964
1	151	3.9892193513077983
1	154	3.7686456938933093
1	155	2.8916063282377396
1	157	3.8806998471403413
1	159	3.725418160931629
1	160	3.5072669274823025
1	161	3.407443788405672
1	163	3.4793833852866847
1	164	3.6710268510297435
1	170	4.104157711127099
1	171	4.052167185881036
1	174	4.688542217608509
1	175	4.150317603504779
1	177	4.0315858731978125
1	180	4.1651635572391275
1	183	4.556675727400958
1	184	3.793458648795335
1	185	4.165781126139554
1	186	4.087217688782797
1	188	3.7877687811986056
1	189	4.021704744692502
1	190	4.294589922423622
1	193	4.272434636876026
1	196	3.744857781809844
1	200	3.9881789121315596
1	201	4.212592055221425
1	202	4.120827786380593
1	206	3.954219690828576
1	208	3.721958683991989
1	209	3.8547801701171256
1	210	4.123383393980411
1	212	3.7903447062083417
1	213	3.8993502765187973
1	214	3.428360484513397
1	215	4.048310615993747
1	218	3.494182698580946
1	219	4.226151089421856
1	221	3.936011663723009
1	222	3.3795239626035003
1	224	3.693616545172764
1	225	2.7385454242671403
1	226	3.5352904932994815
1	227	2.968902799911744
1	228	3.5648386158382177
1	229	3.132273371523234
1	230	3.1100246755418812
1	232	3.149391230713141
1	233	3.3656695055862826
1	235	2.7612425274927768
1	236	3.703451984399295
1	241	3.721291928662799
1	242	4.206784558206462
1	243	2.6499680500475193
1	248	3.8725840732139907
1	250	3.5178098003860243
1	252	2.703605620285389
1	253	3.403505218719859
